id,name,location,type,typecode,address,adcode,pname,cityname,adname,business_area
B0FFFS9XV3,上善家园,"116.834677,39.971894",商务住宅;住宅区;住宅区,120300,燕郊经济技术开发区(燕昌路与神威北大街交叉路口向东500米路南),131082,河北省,廊坊市,三河市,[]
B0FFI7K8H9,北京城建道桥建设集团燕郊职工家属院,"116.845372,39.945434",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区102国道新锐时代东边,131082,河北省,廊坊市,三河市,[]
B0MB4UZ3DB,福成喜悦温泉汇员工宿舍,"116.837675,39.947325",商务住宅;住宅区;宿舍,120303,京榆大街与东小庄路交叉口西北240米,131082,河北省,廊坊市,三河市,[]
B013C0IE6J,福泽御园北区,"116.829139,39.951397",商务住宅;住宅区;住宅小区,120302,行宫东大街145号,131082,河北省,廊坊市,三河市,行宫东大街
B013C01H6R,鼎盛家园,"116.832338,39.948884",商务住宅;住宅区;住宅小区,120302,燕郊行宫东大街与燕昌路交叉口西,131082,河北省,廊坊市,三河市,行宫东大街
B0K6CAX1FJ,鑫岭社区,"116.860937,39.953371",商务住宅;住宅区;住宅小区,120302,兴业路141运河源建材城D816,131082,河北省,廊坊市,三河市,[]
B0FFI96QXM,北方运河源建材市场-生活区,"116.861072,39.953309",商务住宅;住宅区;住宅区,120300,燕郊经济技术开发区北方运河源建材市场生活区,131082,河北省,廊坊市,三河市,[]
B0FFF4WQPJ,福泽御园,"116.829221,39.950986",商务住宅;住宅区;住宅小区,120302,行宫东大街与光明路交叉口西北200米,131082,河北省,廊坊市,三河市,行宫东大街
B013C14T2A,新锐时代,"116.842789,39.945018",商务住宅;住宅区;住宅区,120300,汇福路与102国道交汇处,131082,河北省,廊坊市,三河市,[]
B0GK95Q1QI,尚城华都,"116.857333,39.948615",商务住宅;住宅区;住宅小区,120302,京哈公路附近,131082,河北省,廊坊市,三河市,[]
B0FFHDO6XJ,鼎盛家园1期,"116.831901,39.948854",商务住宅;住宅区;住宅小区,120302,行宫东大街与光明路交叉口东南120米,131082,河北省,廊坊市,三河市,行宫东大街
B0IRCN5FA4,润景书香雅苑,"116.835313,39.946668",商务住宅;住宅区;住宅区,120300,燕昌路,131082,河北省,廊坊市,三河市,[]
B0L15S06PU,鼎盛社区,"116.833185,39.948638",商务住宅;住宅区;住宅小区,120302,鼎盛家园二期2号楼西侧底商,131082,河北省,廊坊市,三河市,行宫东大街
B0GR9AQOJ5,冰城明院,"116.825990,39.957330",商务住宅;住宅区;住宅小区,120302,汉王路与海油大街交叉口南200米,131082,河北省,廊坊市,三河市,海油大街
B0I19CVGS4,燕郊西辛营村福地公寓,"116.863397,39.953983",商务住宅;住宅区;住宅小区,120302,兴业路647号,131082,河北省,廊坊市,三河市,[]
B013C0IECK,福泽御园南区,"116.829676,39.948704",商务住宅;住宅区;住宅小区,120302,行宫东大街308号,131082,河北省,廊坊市,三河市,行宫东大街
B0LBFDYM7W,星河路八号院,"116.844725,39.944325",商务住宅;住宅区;住宅小区,120302,京榆大街与福成路交叉口西南360米,131082,河北省,廊坊市,三河市,[]
B0M6FDXSJR,天丰城合风社区,"116.824925,39.962725",商务住宅;住宅区;住宅小区,120302,汉王路与亚泰大街交叉口南260米,131082,河北省,廊坊市,三河市,[]
B0LB9LY749,龙韵理想家,"116.826375,39.966475",商务住宅;住宅区;住宅小区,120302,汉王路与华冠大街交叉口东北180米,131082,河北省,廊坊市,三河市,[]
B0H2XUGCVC,岩峰云裳,"116.822892,39.958258",商务住宅;住宅区;住宅小区,120302,燕郊海油大街鑫乐汇大酒店东30米,131082,河北省,廊坊市,三河市,海油大街
B0FFFGVA6L,燕郊新坐标,"116.861755,39.948282",商务住宅;住宅区;住宅小区,120302,京哈公路,131082,河北省,廊坊市,三河市,[]
B0MABCSZ5V,鑫领域,"116.862875,39.950675",商务住宅;住宅区;住宅小区,120302,兴业路与京榆大街交叉口北320米,131082,河北省,廊坊市,三河市,[]
B0LKMO8DFA,北极星大院,"116.840237,39.943930",商务住宅;住宅区;住宅区,120300,东小庄路与京榆大街交叉口南200米,131082,河北省,廊坊市,三河市,[]
B0LK49XJ02,家和宿舍,"116.837375,39.944225",商务住宅;住宅区;宿舍,120303,胡庄大街与张家路交叉口东120米,131082,河北省,廊坊市,三河市,[]
B0FFFQRPDR,黄金花园,"116.830731,39.945871",商务住宅;住宅区;住宅小区,120302,汉王路黄金soho附近,131082,河北省,廊坊市,三河市,[]
B013C0HWWB,祥馨日昇小区,"116.824521,39.951549",商务住宅;住宅区;住宅小区,120302,行宫东大街79号,131082,河北省,廊坊市,三河市,行宫东大街
B0HALU6V9M,御东晟璟,"116.866722,39.953353",商务住宅;住宅区;住宅小区,120302,燕郊经济开发区102国道与东外环路汇(北150米),131082,河北省,廊坊市,三河市,[]
B0L1YBDIDW,新坐标小区西区,"116.861725,39.948375",商务住宅;住宅区;住宅小区,120302,京榆大街与兴业路交叉口西160米,131082,河北省,廊坊市,三河市,[]
B0FFJYJ708,天洋城2号公寓,"116.822446,39.964526",商务住宅;住宅区;住宅小区,120302,汉王路34号,131082,河北省,廊坊市,三河市,[]
B0L1ASISFH,新坐标东区,"116.861725,39.948375",商务住宅;住宅区;住宅小区,120302,京榆大街与兴业路交叉口西160米,131082,河北省,廊坊市,三河市,[]
B0FFF9DW36,天洋城南区,"116.821503,39.963552",商务住宅;住宅区;住宅小区,120302,汉王路324号,131082,河北省,廊坊市,三河市,[]
B0FFI79Y2H,华通公寓,"116.836969,39.943334",商务住宅;住宅区;住宅小区,120302,张家路与胡庄大街交叉口东南120米,131082,河北省,廊坊市,三河市,[]
B013C0IELN,王各庄新村,"116.827678,39.947685",商务住宅;住宅区;住宅小区,120302,京东燕郊开发区汉王路与行宫东大街交叉口,131082,河北省,廊坊市,三河市,行宫东大街
B013C145NE,民福花园,"116.827135,39.948477",商务住宅;住宅区;住宅小区,120302,汉王路和行宫东大街,131082,河北省,廊坊市,三河市,行宫东大街
B0LRLNMSU5,盛熙公寓2号楼,"116.837152,39.943588",商务住宅;住宅区;住宅区,120300,张家路与胡庄大街交叉口东南100米,131082,河北省,廊坊市,三河市,[]
B0FFHERO1I,雷捷时代广场2期,"116.865401,39.950360",商务住宅;住宅区;住宅小区,120302,京榆大街与兴业路交叉口东北340米,131082,河北省,廊坊市,三河市,[]
B0FFHCUXHU,燕郊国家电网供电局小区,"116.829272,39.946597",商务住宅;住宅区;住宅小区,120302,102国道路北火车站附近,131082,河北省,廊坊市,三河市,[]
B013C0IEIW,天洋城东区,"116.822844,39.967109",商务住宅;住宅区;住宅小区,120302,亿丰大街16号,131082,河北省,廊坊市,三河市,[]
B0FFFJR88H,华泰·靖湘园,"116.821183,39.955811",商务住宅;住宅区;住宅小区,120302,环卫东路,131082,河北省,廊坊市,三河市,学院大街
B013C0IE86,天洋城,"116.821219,39.965360",商务住宅;住宅区;住宅小区,120302,亿丰大街30号,131082,河北省,廊坊市,三河市,[]
B0FFHLZZ28,艺乐.星城,"116.824589,39.968497",商务住宅;住宅区;住宅小区,120302,汉王路与亿丰大街交叉口西南60米,131082,河北省,廊坊市,三河市,[]
B0H337VS4Y,祥馨,"116.825174,39.949590",商务住宅;住宅区;住宅小区,120302,行宫东大街与汉王路交叉口西100米,131082,河北省,廊坊市,三河市,行宫东大街
B013C0IELK,雷捷小区,"116.827764,39.946646",商务住宅;住宅区;住宅小区,120302,汉王路89号,131082,河北省,廊坊市,三河市,[]
B0HBGXHSSB,福成东尚雅苑,"116.832265,39.943602",商务住宅;住宅区;住宅小区,120302,燕郊镇京哈公路1076号,131082,河北省,廊坊市,三河市,[]
B0L17196Y2,景然公寓北楼,"116.867475,39.954825",商务住宅;住宅区;住宅小区,120302,平安街与东外环交叉口西160米,131082,河北省,廊坊市,三河市,[]
B0FFF9WHC2,二三东苑,"116.822770,39.951736",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区燕郊开发区,131082,河北省,廊坊市,三河市,学院大街
B0FFGYZYW7,二三东苑西拐角楼,"116.822342,39.953176",商务住宅;住宅区;住宅区,120300,学院大街与环卫东路交叉口东140米,131082,河北省,廊坊市,三河市,学院大街
B0MAH5LKGN,中旅璞樾宸章(建设中),"116.852503,39.964386",商务住宅;住宅区;住宅区,120300,福成路与雪花北路交叉口东南300米,131082,河北省,廊坊市,三河市,[]
B0FFMHHWA6,碧桂园蔚蓝汇(建设中),"116.860838,39.947952",商务住宅;住宅区;住宅小区,120302,永旺梦乐城西侧,131082,河北省,廊坊市,三河市,[]
B0FFJRWLA7,游子家园,"116.827863,39.972939",商务住宅;住宅区;住宅区,120300,神威北大街与育才路交叉口东北160米,131082,河北省,廊坊市,三河市,[]
B0L2AZ1YHQ,百合公寓南楼,"116.834812,39.943466",商务住宅;住宅区;住宅小区,120302,京哈公路1782号,131082,河北省,廊坊市,三河市,[]
B0LGHALS60,馨宁,"116.835950,39.942891",商务住宅;住宅区;住宅小区,120302,张家路与胡庄大街交叉口南120米,131082,河北省,廊坊市,三河市,[]
B013C1462G,胡庄小区,"116.834190,39.942925",商务住宅;住宅区;住宅小区,120302,京榆大街1100号,131082,河北省,廊坊市,三河市,[]
B0FFHM34XX,星月湾,"116.819706,39.960556",商务住宅;住宅区;住宅小区,120302,海油大街与环卫东路交叉口北200米,131082,河北省,廊坊市,三河市,海油大街
B0FFKFRWS5,马起乏村文化活动室,"116.852003,39.942105",商务住宅;住宅区;社区中心,120304,长寿路与文明街交叉口东北100米,131082,河北省,廊坊市,三河市,[]
B0FFF0ES5U,艾特北京,"116.824720,39.947715",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区汉王路,131082,河北省,廊坊市,三河市,行宫东大街
B0FFHM76G5,迎宾社区文化活动室,"116.825890,39.948513",商务住宅;住宅区;社区中心,120304,行宫东大街190-41号附近,131082,河北省,廊坊市,三河市,行宫东大街
B0L0JNEBG9,汇福国际商务酒店员工宿舍,"116.841125,39.941425",商务住宅;住宅区;宿舍,120303,汇福路与文明街交叉口西北100米,131082,河北省,廊坊市,三河市,[]
B0L3ASTRXO,静雅家园,"116.829075,39.945675",商务住宅;住宅区;住宅小区,120302,双井东路与京榆大街交叉口西北140米,131082,河北省,廊坊市,三河市,[]
B0J0DZO2U9,同心源小区,"116.819247,39.962017",商务住宅;住宅区;住宅小区,120302,海油大街163号,131082,河北省,廊坊市,三河市,迎宾路
B0MA11GPVQ,天洋城4代A区,"116.822810,39.968828",商务住宅;住宅区;住宅小区,120302,亿丰大街与汉王路交叉口西180米,131082,河北省,廊坊市,三河市,[]
B0JRV1ONII,艾特北京店,"116.825182,39.947541",商务住宅;住宅区;住宅小区,120302,行宫东大街190号,131082,河北省,廊坊市,三河市,行宫东大街
B0GKXMDS30,佳悦丽庭,"116.865083,39.946623",商务住宅;住宅区;住宅小区,120302,京榆大街与兴业路交叉口东南200米,131082,河北省,廊坊市,三河市,[]
B0MAV64H8J,二四公司家属院,"116.821875,39.951975",商务住宅;住宅区;住宅小区,120302,环卫东路与学院大街交叉口东南200米,131082,河北省,廊坊市,三河市,学院大街
B0GU16VX8L,燕郊信息大厦住宅楼,"116.819175,39.959175",商务住宅;住宅区;住宅区,120300,燕郊经济技术开发区,131082,河北省,廊坊市,三河市,迎宾路
B0MG2N0P8L,西小胡庄809公寓,"116.828675,39.944975",商务住宅;住宅区;住宅小区,120302,双井西路与双井北街交叉口南100米,131082,河北省,廊坊市,三河市,[]
B0FFGKE28D,中铁三局家属院,"116.829531,39.943121",商务住宅;住宅区;住宅小区,120302,京哈公路1034号附近,131082,河北省,廊坊市,三河市,[]
B0LDYC1DHA,行宫东大街二四小区,"116.821975,39.950375",商务住宅;住宅区;住宅小区,120302,环卫东路与行宫东大街交叉口东北160米,131082,河北省,廊坊市,三河市,行宫东大街
B0L3ASS9AP,久红公寓B区,"116.827675,39.975025",商务住宅;住宅区;住宅小区,120302,和谐一巷与育才路交叉口东120米,131082,河北省,廊坊市,三河市,[]
B013C0HS0Y,东方一品城,"116.825998,39.945052",商务住宅;住宅区;住宅小区,120302,102国道与汉王路交汇处,131082,河北省,廊坊市,三河市,[]
B0LGOL864Y,三河市高楼镇天子社区,"116.871000,39.961000",商务住宅;住宅区;住宅小区,120302,东外环与永顺街交叉口北500米,131082,河北省,廊坊市,三河市,[]
B0FFHNF0Y5,二四社区文化活动室,"116.823589,39.948598",商务住宅;住宅区;社区中心,120304,行宫东大街190-1号附近,131082,河北省,廊坊市,三河市,行宫东大街
B0MGXNX4LE,久红公寓A区,"116.827675,39.974925",商务住宅;住宅区;住宅小区,120302,和谐一巷与育才路交叉口东120米,131082,河北省,廊坊市,三河市,[]
B0I1FHO5NT,永红家园,"116.824982,39.973000",商务住宅;住宅区;住宅小区,120302,燕郊开发区神威北路巷口,131082,河北省,廊坊市,三河市,[]
B0FFI8JXJG,天洋城西区,"116.819079,39.967035",商务住宅;住宅区;住宅小区,120302,天洋广场西北120米,131082,河北省,廊坊市,三河市,[]
B0KGLKKTT4,知好楼川湘小馆,"116.820016,39.953651",商务住宅;住宅区;住宅小区,120302,学院大街与环卫东路交叉口西60米,131082,河北省,廊坊市,三河市,学院大街
B013C0IE9L,燕宁小区,"116.819915,39.951215",商务住宅;住宅区;住宅小区,120302,行宫东大街29号,131082,河北省,廊坊市,三河市,行宫东大街
B0MD4XKMIR,华泰靖江花园小区,"116.820175,39.953275",商务住宅;住宅区;住宅小区,120302,学院大街与环卫东路交叉口西60米,131082,河北省,廊坊市,三河市,学院大街
B0LAZ10OME,黄金家园,"116.826896,39.944980",商务住宅;住宅区;住宅小区,120302,汉王路与京榆大街交叉口北60米,131082,河北省,廊坊市,三河市,[]
B0FFGYWYI2,黄金花园社区文化活动室,"116.826036,39.945454",商务住宅;住宅区;社区中心,120304,燕郊经济技术开发区汉王路24号,131082,河北省,廊坊市,三河市,[]
B0JBPU6B63,天子庄园四期,"116.871388,39.954820",商务住宅;住宅区;住宅小区,120302,东外环与平安街交叉口东180米,131082,河北省,廊坊市,三河市,[]
B0KRF7SYY2,金伦嘉园小区,"116.824721,39.945117",商务住宅;住宅区;住宅小区,120302,京哈公路729号,131082,河北省,廊坊市,三河市,[]
B013C0HWWG,燕郊阳光小区,"116.821762,39.947864",商务住宅;住宅区;住宅小区,120302,行宫东大街98号,131082,河北省,廊坊市,三河市,行宫东大街
B0K3JCF0GZ,燕郊阳光小区北区,"116.821877,39.948250",商务住宅;住宅区;住宅小区,120302,行宫东大街与环卫东路交叉口东南120米,131082,河北省,廊坊市,三河市,行宫东大街
B013C0HWTC,燕安花园,"116.818071,39.954299",商务住宅;住宅区;住宅小区,120302,燕郊区燕郊经济技术开发区,131082,河北省,廊坊市,三河市,迎宾路
B013C0IE66,税苑小区,"116.870030,39.949839",商务住宅;住宅区;住宅小区,120302,燕郊102国道北侧、天子庄园西侧,131082,河北省,廊坊市,三河市,[]
B0L3H78IDP,蓝调公寓,"116.823397,39.972910",商务住宅;住宅区;住宅区,120300,神威北大街与振兴路交叉口西北100米,131082,河北省,廊坊市,三河市,[]
B0MATLXHR6,骏捷馨世界C区,"116.825825,39.945125",商务住宅;住宅区;住宅小区,120302,汉王路与京榆大街交叉口西北100米,131082,河北省,廊坊市,三河市,[]
B0FFGUMLT9,天子庄园五期A区,"116.871973,39.953480",商务住宅;住宅区;住宅小区,120302,京哈公路附近,131082,河北省,廊坊市,三河市,[]
B013C16AYP,中铁隧道局集团二处有限公司机关院,"116.818315,39.951600",商务住宅;住宅区;住宅区,120300,燕郊经济技术开发区燕郊开发区学院街,131082,河北省,廊坊市,三河市,迎宾路
B0LKH9R4EO,玉屏金瓯,"116.818325,39.965675",商务住宅;住宅区;住宅小区,120302,亚泰大街北30米,131082,河北省,廊坊市,三河市,迎宾路
B0L3JLEMIC,骏捷馨视界B区,"116.825875,39.944625",商务住宅;住宅区;住宅小区,120302,京榆大街与汉王路交叉口西60米,131082,河北省,廊坊市,三河市,[]
B0J1KZ4EWR,天子庄园三期,"116.872511,39.955471",商务住宅;住宅区;住宅小区,120302,东外环与永顺街交叉口东南260米,131082,河北省,廊坊市,三河市,[]
B0K2O5T30R,燕郊阳光小区南区,"116.821681,39.947450",商务住宅;住宅区;住宅小区,120302,行宫东大街与环卫东路交叉口东南180米,131082,河北省,廊坊市,三河市,[]
B0FFKXULJ0,盛恒时代,"116.823640,39.944845",商务住宅;住宅区;住宅小区,120302,燕郊高新区京榆大街699号,131082,河北省,廊坊市,三河市,[]
B013C0IE6A,天子庄园,"116.873061,39.952987",商务住宅;住宅区;住宅区,120300,京哈公路与东外环交口向东500米(102国道北侧),131082,河北省,廊坊市,三河市,[]
B013C0HXPG,北欧小镇,"116.815981,39.955532",商务住宅;住宅区;住宅小区,120302,学院东大街1号,131082,河北省,廊坊市,三河市,迎宾路
B0LDLXLY41,天萍城,"116.818979,39.968397",商务住宅;住宅区;住宅小区,120302,[],131082,河北省,廊坊市,三河市,[]
B0FFGNNOI0,火车站教师楼小区,"116.826875,39.943235",商务住宅;住宅区;住宅小区,120302,京榆大街与汉王路交叉口南120米,131082,河北省,廊坊市,三河市,[]
B0FFKTNXL6,中交一局五公司家属楼,"116.822339,39.945694",商务住宅;住宅区;住宅区,120300,京榆大街693号,131082,河北省,廊坊市,三河市,[]
B013C16B23,小张庄,"116.815053,39.958029",商务住宅;住宅区;住宅小区,120302,海油大街与迎宾路交叉口,131082,河北省,廊坊市,三河市,海油大街
B0L6XSUZWL,天子庄园五期,"116.872675,39.952781",商务住宅;住宅区;住宅小区,120302,东外环与平安街交叉口东南340米,131082,河北省,廊坊市,三河市,[]
B0FFGNNZKA,火车站家属小区东区,"116.827215,39.942381",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区,131082,河北省,廊坊市,三河市,[]
B0L3ACVEX7,富地广场小区,"116.816379,39.963882",商务住宅;住宅区;住宅小区,120302,迎宾路1095号,131082,河北省,廊坊市,三河市,迎宾路
B0LKMH69HU,海油大街268号,"116.816291,39.958297",商务住宅;住宅区;住宅小区,120302,海油大街264号,131082,河北省,廊坊市,三河市,迎宾路
B0K02ZV7J1,火车站小区,"116.827192,39.942301",商务住宅;住宅区;住宅小区,120302,汉王路与京榆大街交叉口南240米,131082,河北省,廊坊市,三河市,[]
B0LB3X8GIR,中央公馆,"116.816275,39.963975",商务住宅;住宅区;住宅小区,120302,迎宾路与金燕大街交叉口东北360米,131082,河北省,廊坊市,三河市,迎宾路
B0L21RTQI5,利民二巷62号,"116.860980,39.941326",商务住宅;住宅区;住宅小区,120302,东环路116号,131082,河北省,廊坊市,三河市,[]
B0K3YSDIUB,琳溪雅苑,"116.817769,39.968212",商务住宅;住宅区;住宅小区,120302,中儿鹰翔国际广场二层a203,131082,河北省,廊坊市,三河市,[]
B0L3LZP9AG,利民二巷55号,"116.861854,39.941559",商务住宅;住宅区;住宅小区,120302,燕郊镇东环路114号,131082,河北省,廊坊市,三河市,[]
B013C0IEIT,星月云河,"116.815660,39.967276",商务住宅;住宅区;住宅小区,120302,迎宾路1151号,131082,河北省,廊坊市,三河市,[]
B0FFFAD21F,雷捷时代广场1期,"116.870924,39.947239",商务住宅;住宅区;住宅小区,120302,京哈公路1095号,131082,河北省,廊坊市,三河市,[]
B0J1KZ63MG,天子庄园五期B区,"116.873492,39.951959",商务住宅;住宅区;住宅小区,120302,东外环与平安街交叉口东南440米,131082,河北省,廊坊市,三河市,[]
B013C0IGBC,南里小区,"116.815978,39.951652",商务住宅;住宅区;住宅小区,120302,燕郊经济技术开发区燕郊,131082,河北省,廊坊市,三河市,学院大街
B0LAYGYXQA,江南公寓,"116.821225,39.973925",商务住宅;住宅区;住宅小区,120302,振兴路与昌盛街交叉口西南280米,131082,河北省,廊坊市,三河市,[]
B0FFHJ4536,新锐社区文化活动室,"116.824535,39.943193",商务住宅;住宅区;社区中心,120304,京榆大街与汉王路交叉口西南220米,131082,河北省,廊坊市,三河市,[]
B0M62SUIOS,供电局商住楼,"116.823925,39.943775",商务住宅;住宅区;住宅小区,120302,京榆大街与汉王路交叉口西240米,131082,河北省,廊坊市,三河市,[]
B013C1574Y,中建·橄榄谷,"116.815117,39.952875",商务住宅;住宅区;住宅小区,120302,学院大街755号,131082,河北省,廊坊市,三河市,迎宾路
B0LGLANE13,御东星耀(建设中),"116.818553,39.972383",商务住宅;住宅区;住宅小区,120302,神威北大街535号,131082,河北省,廊坊市,三河市,[]
B0FFGZG3VV,天子庄园二期,"116.874613,39.953291",商务住宅;住宅区;住宅小区,120302,102国道33号,131082,河北省,廊坊市,三河市,[]
