mp_index,lon,lat,route_count,direct_count,quality_score,name,address
42,116.954781,39.919777,1,1,1.9100,褚各庄(公交站),816路
43,116.952617,39.909158,1,1,1.9100,褚各庄南(公交站),817路
44,116.808452,39.944028,5,0,1.8000,燕郊镇政府(公交站),三河301A路;三河301B路;三河304路;三河309路;三河503路
45,116.791895,39.971619,4,0,1.6400,锦绣华庭小区(公交站),893路;三河301A路;三河301B路;三河306路
46,116.847790,39.953000,4,0,1.6400,电厂西门(公交站),三河301A路;三河301B路;三河307路;三河310路
47,116.780924,39.971269,4,0,1.6400,燕京新城东(公交站),893路;三河301A路;三河301B路;三河306路
48,116.806448,39.974014,4,0,1.6400,华隆工业园(公交站),三河301A路;三河301B路;三河307路;三河501路
49,116.800692,39.912661,3,0,1.4800,西城子北(公交站),894路;三河308路;三河503路
50,116.821515,39.972290,3,0,1.4800,北巷口村西(公交站),三河301A路;三河301B路;三河501路
51,116.820123,39.915841,3,0,1.4800,梦东方未来世界(公交站),302路;三河308路;大厂22路
52,116.796440,39.931578,2,0,1.3200,燕龙生态园(公交站),三河308路;三河503路
53,116.812842,39.970815,2,0,1.3200,燕郊商厦(公交站),302路;三河305路
54,116.853709,39.977753,2,0,1.3200,姜庄村(公交站),三河308路;三河501路
55,116.847579,39.916088,2,0,1.3200,张营村南(公交站),三河304路;三河309路
56,116.830275,39.937068,2,0,1.3200,燕郊首钢生活区(公交站),812路;894路
57,116.966723,39.962535,2,0,1.3200,大定福(公交站),三河503路;三河507路
58,116.831573,39.963928,2,0,1.3200,辅仁医院(公交站),三河306路;三河401路
59,116.818000,39.924851,2,0,1.3200,交界庄(公交站),302路;大厂22路
60,116.798529,39.922613,2,0,1.3200,田辛庄北(公交站),三河308路;三河503路
61,116.975310,39.964446,2,0,1.3200,李木耳(公交站),三河503路;三河507路
62,116.805456,39.965308,2,0,1.3200,四十五所二区(公交站),三河306路;三河307路;临1路
63,116.795436,39.978782,2,0,1.3200,实验中学(公交站),三河304路;三河501路
64,116.845890,39.922092,2,0,1.3200,张营村(公交站),三河304路;三河309路
65,116.990965,39.937730,2,0,1.3200,翟各庄卫生院(公交站),512路;三河515路
66,117.029431,39.979692,6,0,1.3100,李枣林(公交站),(停运)三河511路;三河102路;三河503路;三河507路;三河515路;三河520路
67,116.816891,39.932745,2,0,1.3200,聚盛建材城(公交站),302路;大厂22路
68,116.836189,39.971845,2,0,1.3200,金日冷却(公交站),三河301A路;三河301B路
69,117.043226,39.911412,1,0,1.1600,韩各庄(公交站),三河509路
70,116.807287,39.919618,1,0,1.1600,西蔡各庄(公交站),三河401路
71,116.871567,39.917130,1,0,1.1600,小石各庄(公交站),三河304支路
72,117.044065,39.956513,1,0,1.1600,杨相公庄(公交站),三河509路
73,116.905901,39.924525,0,0,1.0000,牛万屯村(公交站),大厂4路
74,116.822388,39.953583,1,0,1.1600,二三派出所(公交站),三河307路;临1路
75,117.045808,39.948202,1,0,1.1600,错化路马皇路口(公交站),512路
76,117.038257,39.945918,1,0,1.1600,化甲屯小学(公交站),512路
77,117.015543,39.939631,1,0,1.1600,丁桥庄村委会(公交站),512路
78,117.009686,39.929319,1,0,1.1600,田村(公交站),三河515路
79,116.850042,39.931860,1,0,1.1600,马起乏(公交站),三河307路
80,116.783825,39.953772,1,0,1.1600,星罗城(公交站),893路
81,116.805100,39.932049,1,0,1.1600,燕郊二街(公交站),三河401路
82,116.836519,39.949966,2,2,2.8200,上上城二期(公交站),813路;814路;燕郊专线
83,116.844824,39.972944,1,0,1.1600,发盖子村北(公交站),三河501路
84,116.868301,39.941199,1,0,1.1600,运河苑石材(公交站),三河307路
85,116.792556,39.943103,2,0,1.3200,东贸广场站(公交站),三河301B路;三河503路
86,116.844801,39.960456,1,0,0.5100,福成五期北门(公交站),(停运)燕潮夜市2线;三河308路
87,116.966970,39.979145,1,0,1.1600,赵各庄村(公交站),三河517路
88,116.907106,39.908215,0,0,1.0000,邵府新民居(公交站),大厂4路
89,116.850048,39.963203,1,0,1.1600,雪花啤酒厂(公交站),三河308路
90,116.794286,39.900706,1,0,1.1600,污水处理厂(公交站),三河309路
91,116.795561,39.936250,2,0,1.3200,燕达医院(公交站),三河308路;三河503路
92,116.883859,39.949740,1,0,1.1600,李家务(公交站),三河503路
93,116.801274,39.971761,4,0,0.9900,燕京航城南(公交站),(停运)三河旅游4线;893路;三河301A路;三河301B路;三河501路
94,116.822028,39.908177,1,0,1.1600,夏威夷蓝湾小区(公交站),894路
95,117.016944,39.929883,1,0,1.1600,商庄子村(公交站),三河515路
96,116.861420,39.913364,1,0,1.1600,大石各庄(公交站),三河304支路
97,116.968564,39.936315,1,0,1.1600,大景庄村(公交站),512路
98,117.043787,39.925507,1,0,1.1600,大曹庄南(公交站),三河509路
99,117.043975,39.961129,1,0,1.1600,尚德园林(公交站),三河509路
100,116.807456,39.902002,1,0,1.1600,兴都村东(公交站),三河309路
101,116.795334,39.951454,1,0,1.1600,樊村小区(公交站),三河309路
102,116.788543,39.976481,1,0,1.1600,燕福达建材广场(公交站),三河307路
103,116.815381,39.937231,1,0,1.1600,燕郊三街(公交站),812路
104,116.990527,39.903228,0,0,1.0000,湖韵澜湾(招呼站)(公交站),大厂县城循环A线;大厂县城循环B线
105,116.920091,39.940160,0,0,1.0000,春和群星园(公交站),大厂4路
106,117.037986,39.931406,1,0,1.1600,大曹庄村(公交站),502路
107,116.989281,39.956571,1,0,1.1600,西辛店(公交站),三河515路
108,116.800963,39.977006,1,0,1.1600,小庄村(公交站),三河307路
109,117.044090,39.975574,1,0,1.1600,徐枣林村东(公交站),三河509路
110,116.990365,39.944651,1,0,1.1600,翟各庄小学(公交站),三河515路
111,116.807470,39.952871,1,0,1.1600,中海油基地(公交站),三河307路
112,116.859055,39.902863,1,0,1.1600,东吴各庄(公交站),三河304支路
113,116.836028,39.979591,1,0,1.1600,盛家屯村南(公交站),三河401路
114,116.905892,39.915719,0,0,1.0000,畅享机械(公交站),大厂4路
115,116.905732,39.930701,0,0,1.0000,祁福佳苑(公交站),大厂4路
116,116.826089,39.903616,1,0,1.1600,大柳店东(公交站),三河309路
117,116.860272,39.932806,1,0,1.1600,卸甲庄(公交站),三河307路
118,116.811878,39.977382,1,0,1.1600,第二实验中学(公交站),302路
119,116.848340,39.902996,1,0,1.1600,西吴各庄村(公交站),三河304路
120,116.796322,39.963858,1,0,1.1600,中赵甫南(公交站),三河304路;临1路
121,117.024123,39.912700,1,0,1.1600,辛军屯村(公交站),502路
122,117.045230,39.931962,1,0,1.1600,马皇路口(公交站),502路
123,117.029362,39.930825,1,0,1.1600,范港村(公交站),502路
124,116.814516,39.902669,2,0,0.6700,小柳店(公交站),(停运)三河旅游3线;三河309路;三河401路
125,116.915017,39.935678,0,0,1.0000,世贸萨拉曼卡(公交站),大厂4路
126,117.043840,39.938660,1,0,1.1600,马各庄(公交站),三河509路
127,116.782550,39.976198,1,0,1.1600,复兴庄(公交站),三河307路
128,116.809943,39.911946,1,0,1.1600,西蔡村南(公交站),三河308路
129,117.025525,39.902500,1,0,1.1600,小金庄村东(公交站),502路
130,117.045923,39.900134,1,0,1.1600,任官庄南(公交站),三河509路
131,116.946836,39.975855,1,0,1.1600,荣家堡村西(公交站),三河507路
132,117.042930,39.904971,1,0,1.1600,任官庄(公交站),三河509路
133,117.043509,39.918125,1,0,1.1600,北寨(公交站),三河509路
134,117.044266,39.965469,1,0,1.1600,科达彩印公司(公交站),三河202路
135,117.022630,39.923954,1,0,1.1600,尹辛庄村(公交站),502路
136,117.023151,39.930356,2,0,1.3200,三河市拓达物流(公交站),502路;三河515路
137,117.011665,39.979542,1,0,1.1600,铭泰产业园(公交站),三河104路
138,117.012485,39.973250,3,0,1.4800,李民庄(公交站),三河503路;三河507路;三河515路
139,117.002157,39.970126,3,0,1.4800,第三中学(公交站),三河503路;三河507路;三河515路
140,116.998424,39.930178,1,0,1.1600,翟各庄村(公交站),三河515路
141,116.996345,39.968942,3,0,1.4800,农业园区(公交站),三河503路;三河507路;三河515路
142,116.985700,39.937372,1,0,1.1600,西杨庄村(公交站),512路
143,116.976645,39.935380,1,0,1.1600,阎庄子村(公交站),512路
144,116.959528,39.960828,2,0,1.3200,大定福西(公交站),三河503路;三河507路
145,116.953926,39.925507,1,1,1.9100,苇子庄(公交站),816路
146,116.951984,39.937930,1,1,1.9100,王果子村(公交站),816路
147,116.918001,39.900048,0,0,1.0000,太平庄村(公交站),大厂4路
148,116.933868,39.956806,1,0,1.1600,北王庄(公交站),三河503路
149,116.909983,39.900130,0,0,1.0000,邵府村东(公交站),大厂4路
150,116.925104,39.929579,1,1,1.9100,大厂职教中心(公交站),817路
151,116.910075,39.937703,0,0,1.0000,世贸萨拉曼卡北(公交站),大厂4路
152,116.905863,39.952684,4,3,2.8400,夏垫交警中队(公交站),(停运)三河旅游3线;816路;817路;930路;三河503路;大厂4路
153,116.833394,39.945182,3,3,3.3300,燕郊印刷城(公交站),811路;816路;930路
154,116.843658,39.946102,2,2,3.1700,燕郊住达集团(公交站),816路;930路
155,116.871529,39.948315,4,3,2.8400,天子庄园(公交站),(停运)三河旅游3线;816路;817路;930路;三河503路
156,117.016098,39.974544,3,0,1.4800,三星科技园(公交站),三河503路;三河507路;三河515路
157,116.806621,39.948315,2,2,2.8200,燕郊行宫大市场(公交站),813路;814路
158,117.043895,39.928493,1,0,1.1600,大曹庄中(公交站),三河509路
159,117.024219,39.977687,6,0,1.3100,李枣林西(公交站),(停运)三河511路;三河102路;三河503路;三河507路;三河515路;三河520路
160,117.043823,39.941635,1,0,1.1600,小安庄(公交站),三河509路
161,117.029376,39.901558,1,0,1.1600,夏庄村北(公交站),502路
162,117.033774,39.944641,1,0,1.1600,化甲屯村委会(公交站),512路
163,117.025082,39.905560,1,0,1.1600,付各庄东(公交站),502路
164,117.023733,39.915751,1,0,1.1600,付辛庄小学(公交站),502路
165,116.930282,39.920993,1,1,1.9100,南寺头南路(公交站),817路
166,116.786576,39.946259,6,1,2.4100,欧逸丽庭(公交站),(停运)燕潮夜市3路;815路快;815路快(景辉南街);818路;818路(金桐西路);893路;三河301A路;三河301B路;三河308路
167,117.011507,39.938469,1,0,1.1600,丁家庄村(公交站),512路
168,116.916530,39.947882,1,1,1.9100,金铭路口(公交站),817路;大厂4路
