mp_index,source_index,lon,lat,route_count,direct_count,is_direct,is_suspended,quality_score,headway_min,transfer_penalty_min,tokens,name,address
58,282,116.871567,39.917130,1,0,0,0,1.1600,15.00,6.00,304,小石各庄(公交站),三河304支路
59,252,116.847579,39.916088,2,0,0,0,1.3200,15.00,6.00,304 309,张营村南(公交站),三河304路;三河309路
60,24,116.833135,39.953593,2,0,0,0,1.3200,15.00,6.00,306 401,康达医院(公交站),三河306路;三河401路
61,72,116.853709,39.977753,2,0,0,0,1.3200,15.00,6.00,308 501,姜庄村(公交站),三河308路;三河501路
62,287,116.826089,39.903616,1,0,0,0,1.1600,15.00,6.00,309,大柳店东(公交站),三河309路
63,327,116.905732,39.930701,0,0,0,0,1.0000,15.00,6.00,,祁福佳苑(公交站),大厂4路
64,380,117.043840,39.938660,1,0,0,0,1.1600,15.00,6.00,509,马各庄(公交站),三河509路
65,83,116.819197,39.953435,1,0,0,0,1.1600,15.00,6.00,307,燕安花园(公交站),三河307路;临1路
66,381,117.045923,39.900134,1,0,0,0,1.1600,15.00,6.00,509,任官庄南(公交站),三河509路
67,372,117.043226,39.911412,1,0,0,0,1.1600,15.00,6.00,509,韩各庄(公交站),三河509路
68,248,117.044090,39.975574,1,0,0,0,1.1600,15.00,6.00,509,徐枣林村东(公交站),三河509路
69,377,117.045230,39.931962,1,0,0,0,1.1600,15.00,6.00,502,马皇路口(公交站),502路
70,371,117.043787,39.925507,1,0,0,0,1.1600,15.00,6.00,509,大曹庄南(公交站),三河509路
71,249,117.045808,39.948202,1,0,0,0,1.1600,15.00,6.00,512,错化路马皇路口(公交站),512路
72,232,117.029431,39.979692,6,0,0,1,1.3100,16.00,7.00,102 503 507 511 515 520,李枣林(公交站),(停运)三河511路;三河102路;三河503路;三河507路;三河515路;三河520路
73,240,117.044065,39.956513,1,0,0,0,1.1600,15.00,6.00,509,杨相公庄(公交站),三河509路
74,363,117.029376,39.901558,1,0,0,0,1.1600,15.00,6.00,502,夏庄村北(公交站),502路
75,361,117.029362,39.930825,1,0,0,0,1.1600,15.00,6.00,502,范港村(公交站),502路
76,211,116.996345,39.968942,3,0,0,0,1.4800,10.00,3.00,503 507 515,农业园区(公交站),三河503路;三河507路;三河515路
77,352,117.022630,39.923954,1,0,0,0,1.1600,15.00,6.00,502,尹辛庄村(公交站),502路
78,225,117.011665,39.979542,1,0,0,0,1.1600,15.00,6.00,104,铭泰产业园(公交站),三河104路
79,353,117.015543,39.939631,1,0,0,0,1.1600,15.00,6.00,512,丁桥庄村委会(公交站),512路
