mp_index,source_index,lon,lat,route_count,direct_count,is_direct,is_suspended,quality_score,headway_min,transfer_penalty_min,tokens,name,address
79,323,116.794286,39.900706,1,0,0,0,1.1600,15.00,6.00,309,污水处理厂(公交站),三河309路
80,317,116.803777,39.901697,1,0,0,0,1.1600,15.00,6.00,309,兴都村(公交站),三河309路
81,370,117.043509,39.918125,1,0,0,0,1.1600,15.00,6.00,509,北寨(公交站),三河509路
82,372,117.043226,39.911412,1,0,0,0,1.1600,15.00,6.00,509,韩各庄(公交站),三河509路
83,248,117.044090,39.975574,1,0,0,0,1.1600,15.00,6.00,509,徐枣林村东(公交站),三河509路
84,377,117.045230,39.931962,1,0,0,0,1.1600,15.00,6.00,502,马皇路口(公交站),502路
85,240,117.044065,39.956513,1,0,0,0,1.1600,15.00,6.00,509,杨相公庄(公交站),三河509路
86,233,117.033774,39.944641,1,0,0,0,1.1600,15.00,6.00,512,化甲屯村委会(公交站),512路
87,356,117.024123,39.912700,1,0,0,0,1.1600,15.00,6.00,502,辛军屯村(公交站),502路
88,352,117.022630,39.923954,1,0,0,0,1.1600,15.00,6.00,502,尹辛庄村(公交站),502路
89,225,117.011665,39.979542,1,0,0,0,1.1600,15.00,6.00,104,铭泰产业园(公交站),三河104路
90,334,116.985700,39.937372,1,0,0,0,1.1600,15.00,6.00,512,西杨庄村(公交站),512路
91,335,116.990527,39.903228,0,0,0,0,1.0000,15.00,6.00,,湖韵澜湾(招呼站)(公交站),大厂县城循环A线;大厂县城循环B线
92,212,116.959528,39.960828,2,0,0,0,1.3200,15.00,6.00,503 507,大定福西(公交站),三河503路;三河507路
93,217,116.966970,39.979145,1,0,0,0,1.1600,15.00,6.00,517,赵各庄村(公交站),三河517路
94,223,116.946836,39.975855,1,0,0,0,1.1600,15.00,6.00,507,荣家堡村西(公交站),三河507路
95,376,116.918001,39.900048,0,0,0,0,1.0000,15.00,6.00,,太平庄村(公交站),大厂4路
96,328,116.907106,39.908215,0,0,0,0,1.0000,15.00,6.00,,邵府新民居(公交站),大厂4路
97,256,116.849005,39.906173,2,0,0,0,1.3200,15.00,6.00,304 309,西吴各庄西口(公交站),三河304路;三河309路
98,326,116.905892,39.915719,0,0,0,0,1.0000,15.00,6.00,,畅享机械(公交站),大厂4路
99,179,116.795436,39.978782,2,0,0,0,1.3200,15.00,6.00,304 501,实验中学(公交站),三河304路;三河501路
